NAME,Gender,COUNTRY,Age,Major teams,Batting style,Bowling style,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20Is_5w,group
Chamari Polgampola,1,Sri Lanka,38.0,"['Asia Women XI,', 'Kurunegala Youth Cricket Club Women,', 'Slimline Sport Club,', 'Sri Lanka Women']",Left-hand bat,Right-arm medium-fast,75.0,73.0,3.0,1083.0,15.47,2787.0,38.85,0.0,3.0,19.0,19.0,2.0,135.0,7.94,212.0,63.67,0.0,0.0,75.0,57.0,1758.0,1126.0,34.0,33.11,3.84,51.7,1.0,0.0,19.0,11.0,168.0,183.0,3.0,61.0,6.53,56.0,0.0,0.0,6
Nirosha Kumari,1,Sri Lanka,35.0,"['Marians Ladies,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium-fast,2.0,2.0,0.0,3.0,1.5,18.0,16.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,66.0,35.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Sugandika Kumari,1,Sri Lanka,29.0,"['Basnahira Province Women,', 'Central Province Women,', 'Sri Lanka A Women,', 'Sri Lanka Army Sports Club Women,', 'Sri Lanka Women']",Left-hand bat,Slow left-arm orthodox,22.0,20.0,7.0,99.0,7.61,244.0,40.57,0.0,0.0,32.0,11.0,6.0,34.0,6.8,64.0,53.12,0.0,0.0,22.0,22.0,814.0,613.0,17.0,36.05,4.51,47.8,1.0,0.0,32.0,31.0,621.0,586.0,24.0,24.41,5.66,25.8,0.0,0.0,9
Chamari Atapattu,1,Sri Lanka,29.0,"['Kurunegala Youth Cricket Club Women,', 'Melbourne Renegades Women,', 'Sri Lanka Women']",Left-hand bat,Right-arm medium,81.0,81.0,1.0,2495.0,31.18,3691.0,67.59,4.0,14.0,75.0,73.0,1.0,1291.0,17.93,1395.0,92.54,0.0,1.0,81.0,36.0,1117.0,1025.0,22.0,46.59,5.5,50.7,0.0,0.0,75.0,30.0,507.0,551.0,20.0,27.55,6.52,25.3,0.0,0.0,44
Achini Kulasuriya,1,Sri Lanka,29.0,"['North Central Province Women,', 'Ruhuna Province Women,', 'Sri Lanka A Women,', 'Sri Lanka Army Sports Club,', ""Sri Lanka Cricket Women's XI,"", 'Sri Lanka Women']",Left-hand bat,Right-arm slow-medium,8.0,8.0,2.0,19.0,3.16,82.0,23.17,0.0,0.0,5.0,2.0,2.0,3.0,0.0,8.0,37.5,0.0,0.0,8.0,8.0,234.0,195.0,2.0,97.5,5.0,117.0,0.0,0.0,5.0,5.0,66.0,79.0,2.0,39.5,7.18,33.0,0.0,0.0,33
Eshani Lokusuriyage,1,Sri Lanka,35.0,"['Asia Women XI,', 'Colts Cricket Club Women,', 'Kurunegala Youth Cricket Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium,89.0,86.0,8.0,1219.0,15.62,1623.0,75.1,0.0,5.0,68.0,62.0,7.0,780.0,14.18,741.0,105.26,0.0,1.0,89.0,77.0,2095.0,1491.0,49.0,30.42,4.27,42.7,0.0,0.0,68.0,49.0,734.0,712.0,36.0,19.77,5.82,20.3,1.0,0.0,32
Hansima Karunaratne,1,Sri Lanka,26.0,Combined Province Women,Right-hand bat,Right-arm medium,7.0,7.0,0.0,93.0,13.28,180.0,51.66,0.0,0.0,6.0,4.0,0.0,26.0,6.5,41.0,63.41,0.0,0.0,7.0,7.0,156.0,137.0,1.0,137.0,5.26,156.0,0.0,0.0,6.0,2.0,18.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0
Gayathri Kariyawasam,1,Sri Lanka,43.0,"['Colts Cricket Club Women,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm fast,17.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,534.0,288.0,12.0,24.0,3.23,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
Ama Kanchana,1,Sri Lanka,28.0,"['Nittabuwa Ladies,', 'Sri Lanka Air Force Sports Club Women,', 'Sri Lanka Cricket Combined Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm fast-medium,28.0,28.0,5.0,275.0,11.95,454.0,60.57,0.0,0.0,25.0,22.0,4.0,109.0,6.05,139.0,78.41,0.0,0.0,28.0,26.0,845.0,767.0,24.0,31.95,5.44,35.2,0.0,0.0,25.0,18.0,226.0,317.0,9.0,35.22,8.41,25.1,0.0,0.0,27
Sanduni Abeywickrema,1,Sri Lanka,37.0,"['Colombo Cricket Club Women,', ""Lanka Women's Cricket Club,"", 'Sri Lanka Women']",Right-hand bat,Right-arm offbreak,10.0,9.0,1.0,64.0,8.0,245.0,26.12,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,60.0,29.0,1.0,29.0,2.9,60.0,0.0,0.0,2.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,1
Chandrika Lakmalee,1,Sri Lanka,41.0,Colts Cricket Club Women,Right-hand bat,Legbreak,10.0,5.0,0.0,28.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,234.0,170.0,3.0,56.66,4.35,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Imalka Mendis,1,Sri Lanka,26.0,"['Sri Lanka Army Sports Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium,3.0,3.0,0.0,17.0,5.66,82.0,20.73,0.0,0.0,6.0,6.0,2.0,79.0,19.75,120.0,65.83,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Yasoda Mendis,1,Sri Lanka,33.0,"['Sri Lanka Cricket Combined Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium,32.0,32.0,0.0,632.0,19.75,1075.0,58.79,0.0,3.0,54.0,52.0,1.0,620.0,12.15,718.0,86.35,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,18.0,11.0,0.0,0.0,3.66,0.0,0.0,0.0,2
Lasanthi Madushani,1,Sri Lanka,32.0,"['Colombo Cricket Club Women,', 'Marians Ladies,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm fast,13.0,13.0,1.0,121.0,10.08,310.0,39.03,0.0,0.0,10.0,8.0,1.0,125.0,17.85,140.0,89.28,0.0,1.0,13.0,2.0,12.0,15.0,0.0,0.0,7.5,0.0,0.0,0.0,10.0,2.0,18.0,29.0,2.0,14.5,9.66,9.0,0.0,0.0,49
Harshitha Madavi,1,Sri Lanka,21.0,"['Colts Cricket Club Women,', 'Combined Province Women,', 'Sri Lanka Women']",Left-hand bat,Right-arm slow-medium,10.0,10.0,0.0,168.0,16.8,286.0,58.74,0.0,0.0,3.0,3.0,0.0,20.0,6.66,31.0,64.51,0.0,0.0,10.0,2.0,18.0,23.0,0.0,0.0,7.66,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
Lalana Priyadarshani,1,Sri Lanka,39.0,"['Colts Cricket Club Women,', ""Lanka Women's Cricket Club,"", 'Sri Lanka Women']",Right-hand bat,Right-arm fast-medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,6.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Udeshika Prabodhani,1,Sri Lanka,34.0,"['Colombo Cricket Club Women,', 'Colts Cricket Club Women,', 'Sri Lanka Women']",Right-hand bat,Left-arm medium,53.0,40.0,11.0,196.0,6.75,556.0,35.25,0.0,0.0,66.0,37.0,19.0,110.0,6.11,190.0,57.89,0.0,0.0,53.0,50.0,1918.0,1342.0,28.0,47.92,4.19,68.5,0.0,0.0,66.0,64.0,1230.0,1057.0,45.0,23.48,5.15,27.3,0.0,0.0,32
Ramani Perera,1,Sri Lanka,43.0,Slimline Sport Club Women,Right-hand bat,Legbreak,19.0,15.0,5.0,83.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,506.0,282.0,23.0,12.26,3.34,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Hasini Perera,1,Sri Lanka,24.0,"['Combined Province Women,', 'Palink Sports Club Women,', ""Sri Lanka Cricket Women's XI,"", 'Sri Lanka Women']",Left-hand bat,Right-arm medium-fast,32.0,32.0,1.0,441.0,14.22,924.0,47.72,0.0,0.0,33.0,32.0,5.0,275.0,10.18,383.0,71.8,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Sharina Ravikumar,1,Sri Lanka,27.0,"['Palink Sports Club,', 'Sri Lanka Women']",Right-hand bat,Left-arm bowler,11.0,5.0,2.0,18.0,6.0,89.0,20.22,0.0,0.0,3.0,2.0,0.0,3.0,1.5,6.0,50.0,0.0,0.0,11.0,9.0,381.0,255.0,14.0,18.21,4.01,27.2,2.0,0.0,3.0,3.0,60.0,65.0,2.0,32.5,6.5,30.0,0.0,0.0,19
Deepika Rasangika,1,Sri Lanka,36.0,"['Colts Cricket Club Women,', 'Kurunegala Youth Cricket Club Women,', 'Palink School of Cricket,', 'Sri Lanka Women']",Left-hand bat,Legbreak,31.0,30.0,4.0,473.0,18.19,698.0,67.76,0.0,2.0,32.0,28.0,7.0,314.0,14.95,417.0,75.29,0.0,0.0,31.0,5.0,102.0,82.0,4.0,20.5,4.82,25.5,1.0,0.0,32.0,6.0,118.0,136.0,7.0,19.42,6.91,16.8,0.0,0.0,41
Inoka Ranaweera,1,Sri Lanka,33.0,"['Southern Ladies Cricket Club,', 'Southern Province Women,', 'Sri Lanka Women']",Left-hand bat,Slow left-arm orthodox,57.0,38.0,20.0,154.0,8.55,381.0,40.41,0.0,0.0,42.0,21.0,12.0,27.0,3.0,79.0,34.17,0.0,0.0,57.0,56.0,2583.0,1855.0,62.0,29.91,4.3,41.6,1.0,0.0,42.0,42.0,848.0,816.0,41.0,19.9,5.77,20.6,0.0,0.0,32
Shashikala Siriwardene,1,Sri Lanka,34.0,"['Asia Women XI,', 'Marians Ladies,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm offbreak,115.0,111.0,4.0,1976.0,18.46,0.0,0.0,0.0,7.0,71.0,65.0,8.0,1029.0,18.05,1164.0,88.4,0.0,2.0,115.0,110.0,5287.0,3450.0,121.0,28.51,3.91,43.6,6.0,0.0,71.0,68.0,1447.0,1336.0,67.0,19.94,5.53,21.5,2.0,0.0,15
Oshadi Ranasinghe,1,Sri Lanka,33.0,"['Kurunegala Youth Cricket Club Women,', 'Sri Lanka Women']",Left-hand bat,Right-arm medium-fast,21.0,18.0,3.0,255.0,17.0,465.0,54.83,0.0,1.0,34.0,26.0,4.0,175.0,7.95,257.0,68.09,0.0,0.0,21.0,21.0,690.0,585.0,16.0,36.56,5.08,43.1,0.0,0.0,34.0,33.0,603.0,653.0,24.0,27.2,6.49,25.1,0.0,0.0,6
Dedunu Silva,1,Sri Lanka,41.0,"['Asia Women XI,', 'Marians Ladies,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium,42.0,42.0,0.0,884.0,21.04,1687.0,52.4,0.0,6.0,6.0,6.0,0.0,95.0,15.83,109.0,87.15,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Malsha Shehani,1,Sri Lanka,24.0,"['FOG-Seenigama Ladies,', 'Southern Province Women,', 'Sri Lanka A Women']",Right-hand bat,Right-arm medium-fast,1.0,1.0,0.0,11.0,11.0,19.0,57.89,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,50.0,0.0,0.0,1.0,1.0,30.0,29.0,0.0,0.0,5.8,0.0,0.0,0.0,1.0,1.0,18.0,20.0,0.0,0.0,6.66,0.0,0.0,0.0,30
Tharika Sewwandi,1,Sri Lanka,19.0,"['Colts Cricket Club Women,', 'Combined Girls Schools']",Left-hand bat,Left-arm medium-fast,1.0,1.0,0.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
Maduri Samuddika,1,Sri Lanka,35.0,"['Colombo Cricket Club Women,', 'Colts Cricket Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm offbreak,23.0,18.0,6.0,130.0,10.83,279.0,46.59,0.0,0.0,19.0,9.0,4.0,15.0,3.0,28.0,53.57,0.0,0.0,23.0,20.0,906.0,562.0,17.0,33.05,3.72,53.2,0.0,0.0,19.0,19.0,380.0,386.0,17.0,22.7,6.09,22.3,0.0,0.0,8
Praba Udawatte,1,Sri Lanka,39.0,"['Marians Ladies,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium,13.0,13.0,1.0,104.0,8.66,367.0,28.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,510.0,272.0,10.0,27.2,3.2,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Chandi Wickramasinghe,1,Sri Lanka,36.0,"['Colombo Cricket Club Women,', 'Kurunegala Youth Cricket Club Women']",Right-hand bat,Right-arm fast-medium,8.0,4.0,1.0,50.0,16.66,88.0,56.81,0.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,11.11,0.0,0.0,8.0,7.0,188.0,111.0,5.0,22.2,3.54,37.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Sripali Weerakkody,1,Sri Lanka,33.0,"['Colts Cricket Club Women,', 'Kandyan Ladies Cricket Club,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Left-hand bat,Right-arm medium,89.0,79.0,22.0,722.0,12.66,1257.0,57.43,0.0,0.0,58.0,47.0,18.0,209.0,7.2,288.0,72.56,0.0,0.0,89.0,87.0,3046.0,2066.0,58.0,35.62,4.06,52.5,0.0,0.0,58.0,54.0,863.0,909.0,31.0,29.32,6.31,27.8,0.0,0.0,32
Amanda Samaroo,1,West Indies,27.0,"['Trinidad & Tobago Women,', 'West Indies Women']",Right-hand bat,Right-arm medium-fast,3.0,3.0,0.0,25.0,8.33,84.0,29.76,0.0,0.0,5.0,5.0,2.0,33.0,11.0,46.0,71.73,0.0,0.0,3.0,1.0,12.0,13.0,0.0,0.0,6.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Shaquana Quintyne,1,West Indies,23.0,"['Barbados Women,', 'West Indies Women']",Right-hand bat,Legbreak,40.0,33.0,6.0,482.0,17.85,946.0,50.95,0.0,0.0,45.0,27.0,10.0,182.0,10.7,219.0,83.1,0.0,0.0,40.0,36.0,1330.0,857.0,35.0,24.48,3.86,38.0,1.0,0.0,45.0,41.0,813.0,779.0,39.0,19.97,5.74,20.8,0.0,1.0,32
Cherie Bambury,1,Australia,43.0,"['Australia Women,', 'Western Australia Women']",Left-hand bat,Right-arm fast-medium,15.0,11.0,1.0,227.0,22.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,18.0,19.0,0.0,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Holly Colvin,1,England,30.0,"['England Women,', 'New South Wales Women,', 'Sussex Women']",Right-hand bat,Slow left-arm orthodox,72.0,27.0,14.0,180.0,13.84,273.0,65.93,0.0,0.0,50.0,13.0,6.0,91.0,13.0,99.0,91.91,0.0,0.0,72.0,68.0,3577.0,2137.0,98.0,21.8,3.58,36.5,3.0,0.0,50.0,50.0,1121.0,971.0,63.0,15.41,5.19,17.7,1.0,0.0,32
Katherine Brunt,1,England,34.0,England Women,Right-hand bat,Right-arm medium-fast,116.0,64.0,17.0,771.0,16.4,985.0,78.27,0.0,2.0,67.0,36.0,18.0,302.0,16.77,277.0,109.02,0.0,0.0,116.0,114.0,5721.0,3321.0,144.0,23.06,3.48,39.7,2.0,5.0,67.0,67.0,1461.0,1253.0,66.0,18.98,5.14,22.1,0.0,0.0,15
Arran Brindle,1,England,38.0,"['England Women,', 'Lancashire Women']",Right-hand bat,Right-arm medium,88.0,84.0,15.0,1928.0,27.94,0.0,0.0,1.0,11.0,35.0,28.0,12.0,373.0,23.31,368.0,101.35,0.0,0.0,88.0,31.0,1032.0,776.0,35.0,22.17,4.51,29.4,0.0,0.0,35.0,24.0,453.0,384.0,22.0,17.45,5.08,20.5,0.0,0.0,32
Rosalie Birch,1,England,36.0,"['England Development Squad Women,', 'England Women']",Right-hand bat,Right-arm offbreak,37.0,24.0,4.0,301.0,15.05,490.0,61.42,0.0,0.0,4.0,4.0,0.0,27.0,6.75,42.0,64.28,0.0,0.0,37.0,31.0,1342.0,830.0,46.0,18.04,3.71,29.1,4.0,1.0,4.0,2.0,48.0,39.0,5.0,7.8,4.87,9.6,1.0,0.0,1
Kate Cross,1,England,28.0,"['Brisbane Heat Women,', 'England Academy Women,', 'England Women,', 'Lancashire Women,', 'Sapphires']",Right-hand bat,Right-arm medium-fast,18.0,5.0,3.0,11.0,5.5,28.0,39.28,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,834.0,605.0,21.0,28.8,4.35,39.7,1.0,1.0,7.0,7.0,144.0,141.0,7.0,20.14,5.87,20.5,0.0,0.0,6
Sarah Collyer,1,England,39.0,"['Cheshire Women,', 'England Women,', 'Somerset Women,', 'Western Australia Women']",Right-hand bat,Right-arm medium,25.0,21.0,4.0,277.0,16.29,619.0,44.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1187.0,704.0,24.0,29.33,3.55,49.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Leanne Davis,1,England,34.0,"['Australian Capital Territory Women,', ""England Cricket Board Development Women's XI,"", 'England Women,', 'South Australia Women']",Right-hand bat,Right-arm medium-fast,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,42.0,20.0,1.0,20.0,2.85,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Steph Davies,1,England,32.0,"['Emeralds,', 'England Development Squad Women,', 'England Women,', 'Rubies,', 'Somerset Women']",Right-hand bat,Right-arm medium-fast,4.0,1.0,0.0,2.0,2.0,3.0,66.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,180.0,147.0,6.0,24.5,4.9,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Alice Davidson-Richards,1,England,25.0,"['England Women,', 'Kent Women,', 'Sapphires,', 'Yorkshire Diamonds']",Right-hand bat,Right-arm fast-medium,1.0,1.0,0.0,9.0,9.0,32.0,28.12,0.0,0.0,5.0,3.0,0.0,28.0,9.33,34.0,82.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,24.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,7
Dawn Holden,1,England,39.0,"['England Women,', 'Queensland Women,', 'West Midlands Women,', 'Western Australia Women']",Right-hand bat,Slow left-arm orthodox,32.0,25.0,7.0,154.0,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,1291.0,776.0,25.0,31.04,3.6,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
Jenny Gunn,1,England,33.0,"['England Women,', 'South Australia Women']",Right-hand bat,Right-arm medium-fast,143.0,111.0,28.0,1629.0,19.62,2848.0,57.19,0.0,5.0,104.0,67.0,18.0,682.0,13.91,679.0,100.44,0.0,1.0,143.0,135.0,5864.0,3788.0,135.0,28.05,3.87,43.4,4.0,2.0,104.0,76.0,1385.0,1487.0,75.0,19.82,6.44,18.4,2.0,1.0,15
Isa Guha,1,England,34.0,England Women,Right-hand bat,Right-arm fast-medium,83.0,32.0,18.0,122.0,8.71,0.0,0.0,0.0,0.0,22.0,6.0,1.0,39.0,7.8,34.0,114.7,0.0,0.0,83.0,81.0,3767.0,2345.0,101.0,23.21,3.73,37.2,2.0,2.0,22.0,22.0,459.0,451.0,18.0,25.05,5.89,25.5,0.0,0.0,4
Rebecca Grundy,1,England,29.0,"['England Academy Women,', 'England Women,', 'Rubies,', 'Warwickshire Women']",Left-hand bat,Slow left-arm orthodox,7.0,3.0,2.0,3.0,3.0,10.0,30.0,0.0,0.0,12.0,3.0,3.0,4.0,0.0,8.0,50.0,0.0,0.0,7.0,7.0,408.0,281.0,9.0,31.22,4.13,45.3,0.0,0.0,12.0,12.0,264.0,238.0,11.0,21.63,5.4,24.0,0.0,0.0,9
Danielle Hazell,1,England,31.0,"['England Women,', 'Sapphires']",Right-hand bat,Right-arm offbreak,53.0,26.0,5.0,361.0,17.19,442.0,81.67,0.0,0.0,85.0,32.0,11.0,188.0,8.95,223.0,84.3,0.0,0.0,53.0,52.0,2613.0,1709.0,59.0,28.96,3.92,44.2,1.0,0.0,85.0,85.0,1905.0,1764.0,85.0,20.75,5.55,22.4,1.0,0.0,32
Georgia Elwiss,1,England,28.0,"['England Women,', 'Sapphires,', 'Staffordshire Women,', 'Sussex Women']",Right-hand bat,Right-arm medium-fast,36.0,24.0,5.0,388.0,20.42,530.0,73.2,0.0,2.0,13.0,4.0,2.0,24.0,12.0,24.0,100.0,0.0,0.0,36.0,29.0,1097.0,679.0,26.0,26.11,3.71,42.1,0.0,0.0,13.0,9.0,151.0,139.0,8.0,17.37,5.52,18.8,0.0,0.0,6
Lydia Greenway,1,England,34.0,England Women,Left-hand bat,Right-arm offbreak,126.0,111.0,26.0,2554.0,30.04,4081.0,62.58,1.0,12.0,85.0,73.0,24.0,1192.0,24.32,1240.0,96.12,0.0,2.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
Jackie Hawker,1,England,38.0,"['England Under-23 Women,', 'England Women']",Right-hand bat,Right-arm medium,7.0,7.0,1.0,32.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,24.0,38.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Charlotte Edwards,1,England,40.0,"['East Anglia Women,', 'England Women,', 'Kent Women,', 'Northern Districts Women']",Right-hand bat,Legbreak,191.0,180.0,23.0,5992.0,38.16,0.0,0.0,9.0,46.0,95.0,93.0,14.0,2605.0,32.97,2436.0,106.93,0.0,12.0,191.0,51.0,1627.0,1174.0,54.0,21.74,4.32,30.1,2.0,0.0,95.0,21.0,303.0,330.0,9.0,36.66,6.53,33.6,0.0,0.0,44
Alex Hartley,1,England,26.0,"['England Academy Women,', ""England Cricket Board Development Women's XI,"", 'England Women,', 'Lancashire Women,', 'Middlesex Women']",Right-hand bat,Slow left-arm orthodox,28.0,12.0,11.0,10.0,10.0,51.0,19.6,0.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,100.0,0.0,0.0,28.0,28.0,1390.0,950.0,39.0,24.35,4.1,35.6,2.0,0.0,4.0,4.0,70.0,79.0,3.0,26.33,6.77,23.3,0.0,0.0,9
Sophie Ecclestone,1,England,20.0,"['England Academy Women,', 'England Women,', 'Lancashire Women']",Right-hand bat,Slow left-arm orthodox,15.0,11.0,3.0,28.0,3.5,67.0,41.79,0.0,0.0,19.0,5.0,1.0,26.0,6.5,28.0,92.85,0.0,0.0,15.0,15.0,786.0,474.0,25.0,18.96,3.61,31.4,2.0,0.0,19.0,19.0,434.0,481.0,24.0,20.04,6.64,18.0,1.0,0.0,9
Laura Harper,1,England,35.0,"['England Women,', 'Somerset Women']",Right-hand bat,Right-arm offbreak,25.0,18.0,5.0,197.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,1087.0,538.0,33.0,16.3,2.96,32.9,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Katie George,1,England,20.0,Hampshire Women,Left-hand bat,Left-arm medium,2.0,1.0,0.0,9.0,9.0,19.0,47.36,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,75.0,70.0,4.0,17.5,5.6,18.7,0.0,0.0,5.0,5.0,78.0,117.0,2.0,58.5,9.0,39.0,0.0,0.0,23
Tash Farrant,1,England,23.0,"['England Under-19s Women,', 'England Women,', 'Kent Women']",Left-hand bat,Left-arm medium,1.0,1.0,1.0,1.0,0.0,8.0,12.5,0.0,0.0,14.0,4.0,3.0,7.0,7.0,16.0,43.75,0.0,0.0,1.0,1.0,42.0,14.0,1.0,14.0,2.0,42.0,0.0,0.0,14.0,14.0,296.0,298.0,11.0,27.09,6.04,26.9,0.0,0.0,23
Laura Spragg,1,England,37.0,"['England Under-23 Women,', 'Leeds/Bradford MCCU']",Left-hand bat,Left-arm medium,13.0,10.0,0.0,114.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,354.0,187.0,10.0,18.7,3.16,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
